Venue,Court,Date,Time Start,Time End
Venue 5,Court 1,2020-03-29,14h35,17h30
Venue 5,Court 1,2020-03-29,19h15,20h25
Venue 5,Court 1,2020-03-29,20h35,22h40
Venue 6,Court 0,2020-03-29,21h40,22h40
Venue 7,Court 0,2020-03-29,18h45,22h45
Venue 7,Court 1,2020-03-29,13h50,21h30
Venue 7,Court 1,2020-03-29,21h30,22h50
Venue 8,Court 0,2020-03-29,11h40,19h35
Venue 8,Court 0,2020-03-29,20h20,22h15
Venue 9,Court 0,2020-03-29,10h15,19h50
Venue 9,Court 0,2020-03-29,20h05,21h05
Venue 9,Court 0,2020-03-29,21h15,22h20
Venue 9,Court 1,2020-03-29,14h00,15h15
Venue 9,Court 1,2020-03-29,16h05,18h20
Venue 9,Court 1,2020-03-29,19h15,22h15
Venue 10,Court 0,2020-03-29,15h45,18h30
Venue 10,Court 0,2020-03-29,21h30,22h40
Venue 11,Court 0,2020-03-29,09h05,11h05
Venue 11,Court 0,2020-03-29,13h50,15h50
Venue 11,Court 0,2020-03-29,20h00,22h30
Venue 12,Court 0,2020-03-29,09h35,13h00
Venue 12,Court 0,2020-03-29,19h05,20h15
Venue 12,Court 0,2020-03-29,21h00,22h30
Venue 12,Court 1,2020-03-29,11h45,17h05
Venue 12,Court 1,2020-03-29,19h10,22h05
Venue 13,Court 0,2020-03-29,14h10,21h15
Venue 13,Court 0,2020-03-29,21h20,22h25
Venue 0,Court 0,2020-03-30,20h15,21h15
Venue 0,Court 0,2020-03-30,21h30,22h40
Venue 1,Court 0,2020-03-30,20h10,22h00
Venue 1,Court 1,2020-03-30,14h15,22h20
Venue 2,Court 0,2020-03-30,12h10,14h15
Venue 2,Court 0,2020-03-30,14h45,20h45
Venue 2,Court 0,2020-03-30,20h50,21h55
Venue 2,Court 0,2020-03-30,21h55,22h55
Venue 3,Court 0,2020-03-30,12h15,15h30
Venue 3,Court 0,2020-03-30,20h30,21h30
Venue 3,Court 0,2020-03-30,21h55,22h55
Venue 3,Court 1,2020-03-30,15h35,21h35
Venue 3,Court 1,2020-03-30,21h45,22h50
Venue 3,Court 2,2020-03-30,19h20,20h55
Venue 3,Court 2,2020-03-30,21h50,22h50
Venue 4,Court 0,2020-03-30,08h35,20h30
Venue 4,Court 0,2020-03-30,21h05,22h25
Venue 4,Court 1,2020-03-30,13h40,20h55
Venue 4,Court 1,2020-03-30,21h50,22h50
Venue 5,Court 0,2020-03-30,14h20,19h55
Venue 5,Court 0,2020-03-30,21h35,22h35
Venue 5,Court 1,2020-03-30,19h45,21h25
Venue 5,Court 1,2020-03-30,21h30,22h40
Venue 6,Court 0,2020-03-30,21h05,22h15
Venue 7,Court 0,2020-03-30,19h05,21h30
Venue 7,Court 0,2020-03-30,21h45,22h45
Venue 7,Court 1,2020-03-30,21h20,22h30
Venue 8,Court 0,2020-03-30,15h15,22h00
Venue 9,Court 0,2020-03-30,20h20,21h25
Venue 9,Court 0,2020-03-30,21h35,22h40
Venue 9,Court 1,2020-03-30,21h05,22h25
Venue 10,Court 0,2020-03-30,15h45,21h05
Venue 10,Court 0,2020-03-30,21h20,22h30
Venue 11,Court 0,2020-03-30,15h00,16h10
Venue 11,Court 0,2020-03-30,18h30,22h45
Venue 12,Court 0,2020-03-30,08h30,20h50
Venue 12,Court 0,2020-03-30,21h10,22h20
Venue 12,Court 1,2020-03-30,14h35,17h15
Venue 12,Court 1,2020-03-30,18h10,19h45
Venue 12,Court 1,2020-03-30,21h20,22h25
Venue 13,Court 0,2020-03-30,12h55,15h00
Venue 13,Court 0,2020-03-30,15h40,19h55
Venue 13,Court 0,2020-03-30,20h00,21h30
Venue 13,Court 0,2020-03-30,21h40,22h40
Venue 0,Court 0,2020-03-31,12h35,21h00
Venue 0,Court 0,2020-03-31,21h05,22h45
Venue 1,Court 0,2020-03-31,12h40,15h50
Venue 1,Court 0,2020-03-31,21h50,22h50
Venue 1,Court 1,2020-03-31,10h10,17h10
Venue 1,Court 1,2020-03-31,19h45,22h30
Venue 2,Court 0,2020-03-31,19h35,21h55
Venue 2,Court 0,2020-03-31,21h55,22h55
Venue 3,Court 0,2020-03-31,08h05,10h45
Venue 3,Court 0,2020-03-31,12h45,15h35
Venue 3,Court 0,2020-03-31,19h35,22h20
Venue 3,Court 1,2020-03-31,14h30,21h35
Venue 3,Court 1,2020-03-31,21h40,22h50
Venue 3,Court 2,2020-03-31,10h20,18h20
Venue 3,Court 2,2020-03-31,18h20,21h10
Venue 3,Court 2,2020-03-31,21h20,22h35
Venue 4,Court 0,2020-03-31,08h00,16h35
Venue 4,Court 0,2020-03-31,17h45,22h20
Venue 4,Court 1,2020-03-31,09h30,13h40
Venue 4,Court 1,2020-03-31,18h30,20h40
Venue 4,Court 1,2020-03-31,21h35,22h40
Venue 5,Court 0,2020-03-31,15h05,18h50
Venue 5,Court 0,2020-03-31,19h05,20h10
Venue 5,Court 0,2020-03-31,20h25,22h40
Venue 5,Court 1,2020-03-31,15h10,18h35
Venue 5,Court 1,2020-03-31,21h10,22h10
Venue 6,Court 0,2020-03-31,19h35,21h25
Venue 6,Court 0,2020-03-31,21h45,22h50
Venue 7,Court 0,2020-03-31,18h50,22h15
Venue 7,Court 1,2020-03-31,20h00,21h45
Venue 7,Court 1,2020-03-31,21h45,22h45
Venue 8,Court 0,2020-03-31,13h35,17h10
Venue 8,Court 0,2020-03-31,18h55,21h50
Venue 8,Court 0,2020-03-31,21h50,22h50
Venue 9,Court 0,2020-03-31,08h45,17h25
Venue 9,Court 0,2020-03-31,18h00,22h35
Venue 9,Court 1,2020-03-31,10h45,14h50
Venue 9,Court 1,2020-03-31,20h50,21h50
Venue 9,Court 1,2020-03-31,21h55,22h55
Venue 10,Court 0,2020-03-31,09h05,18h15
Venue 10,Court 0,2020-03-31,20h50,22h00
Venue 11,Court 0,2020-03-31,15h15,21h25
Venue 11,Court 0,2020-03-31,21h50,22h50
Venue 12,Court 0,2020-03-31,14h35,16h15
Venue 12,Court 0,2020-03-31,18h10,19h30
Venue 12,Court 0,2020-03-31,21h25,22h25
Venue 12,Court 1,2020-03-31,17h40,22h50
Venue 13,Court 0,2020-03-31,13h40,21h00
Venue 13,Court 0,2020-03-31,21h00,22h10
Venue 0,Court 0,2020-04-01,20h15,21h15
Venue 0,Court 0,2020-04-01,21h25,22h50
Venue 1,Court 0,2020-04-01,19h40,21h50
Venue 1,Court 0,2020-04-01,21h50,22h50
Venue 1,Court 1,2020-04-01,15h25,20h40
Venue 1,Court 1,2020-04-01,21h30,22h40
Venue 2,Court 0,2020-04-01,20h00,21h20
Venue 2,Court 0,2020-04-01,21h45,22h50
Venue 3,Court 0,2020-04-01,19h55,22h25
Venue 3,Court 1,2020-04-01,09h50,12h25
Venue 3,Court 1,2020-04-01,13h10,16h05
Venue 3,Court 1,2020-04-01,17h25,21h20
Venue 3,Court 1,2020-04-01,21h25,22h50
Venue 3,Court 2,2020-04-01,20h50,22h35
Venue 4,Court 0,2020-04-01,18h35,20h55
Venue 4,Court 0,2020-04-01,21h15,22h45
Venue 4,Court 1,2020-04-01,15h35,18h55
Venue 4,Court 1,2020-04-01,20h10,22h05
Venue 5,Court 0,2020-04-01,11h20,22h00
Venue 5,Court 1,2020-04-01,17h35,22h25
Venue 6,Court 0,2020-04-01,20h00,22h15
Venue 7,Court 0,2020-04-01,09h40,10h40
Venue 7,Court 0,2020-04-01,21h10,22h50
Venue 7,Court 1,2020-04-01,20h50,21h55
Venue 7,Court 1,2020-04-01,21h55,22h55
Venue 8,Court 0,2020-04-01,16h15,19h25
Venue 8,Court 0,2020-04-01,21h55,22h55
Venue 9,Court 0,2020-04-01,08h30,16h15
Venue 9,Court 0,2020-04-01,18h55,22h00
Venue 9,Court 1,2020-04-01,14h45,21h35
Venue 9,Court 1,2020-04-01,21h40,22h50
Venue 10,Court 0,2020-04-01,17h45,22h10
Venue 11,Court 0,2020-04-01,18h10,21h50
Venue 11,Court 0,2020-04-01,21h55,22h55
Venue 12,Court 0,2020-04-01,11h00,12h40
Venue 12,Court 0,2020-04-01,19h25,20h35
Venue 12,Court 0,2020-04-01,21h50,22h50
Venue 12,Court 1,2020-04-01,16h55,21h15
Venue 12,Court 1,2020-04-01,21h40,22h50
Venue 13,Court 0,2020-04-01,11h10,14h00
Venue 13,Court 0,2020-04-01,19h55,22h15
Venue 0,Court 0,2020-04-02,09h15,14h25
Venue 0,Court 0,2020-04-02,19h35,22h15
Venue 1,Court 0,2020-04-02,10h25,20h35
Venue 1,Court 0,2020-04-02,20h45,22h50
Venue 1,Court 1,2020-04-02,17h30,21h55
Venue 1,Court 1,2020-04-02,21h55,22h55
Venue 2,Court 0,2020-04-02,14h05,17h55
Venue 2,Court 0,2020-04-02,20h40,22h35
Venue 3,Court 0,2020-04-02,21h50,22h50
Venue 3,Court 1,2020-04-02,14h05,21h10
Venue 3,Court 1,2020-04-02,21h40,22h40
Venue 3,Court 2,2020-04-02,12h15,15h05
Venue 3,Court 2,2020-04-02,21h40,22h50
Venue 4,Court 0,2020-04-02,08h55,22h25
Venue 4,Court 1,2020-04-02,17h20,19h35
Venue 4,Court 1,2020-04-02,21h15,22h15
Venue 5,Court 0,2020-04-02,10h30,14h10
Venue 5,Court 0,2020-04-02,21h30,22h50
Venue 5,Court 1,2020-04-02,11h00,19h15
Venue 5,Court 1,2020-04-02,20h00,22h45
Venue 6,Court 0,2020-04-02,18h05,20h10
Venue 6,Court 0,2020-04-02,21h15,22h25
Venue 7,Court 0,2020-04-02,16h50,22h20
Venue 7,Court 1,2020-04-02,20h10,21h10
Venue 7,Court 1,2020-04-02,21h40,22h40
Venue 8,Court 0,2020-04-02,13h00,17h10
Venue 8,Court 0,2020-04-02,21h45,22h50
Venue 9,Court 0,2020-04-02,12h05,14h15
Venue 9,Court 0,2020-04-02,18h05,22h25
Venue 9,Court 1,2020-04-02,16h35,21h10
Venue 9,Court 1,2020-04-02,21h30,22h30
Venue 10,Court 0,2020-04-02,19h35,22h30
Venue 11,Court 0,2020-04-02,15h30,22h50
Venue 12,Court 0,2020-04-02,09h35,16h30
Venue 12,Court 0,2020-04-02,20h30,22h30
Venue 12,Court 1,2020-04-02,08h15,11h15
Venue 12,Court 1,2020-04-02,11h55,19h20
Venue 12,Court 1,2020-04-02,20h55,22h15
Venue 13,Court 0,2020-04-02,12h20,22h00
Venue 0,Court 0,2020-04-03,21h15,22h35
Venue 1,Court 0,2020-04-03,20h05,21h35
Venue 1,Court 0,2020-04-03,21h35,22h40
Venue 1,Court 1,2020-04-03,10h15,19h25
Venue 1,Court 1,2020-04-03,20h20,22h50
Venue 2,Court 0,2020-04-03,16h30,21h20
Venue 2,Court 0,2020-04-03,21h20,22h40
Venue 3,Court 0,2020-04-03,19h45,22h50
Venue 3,Court 1,2020-04-03,10h15,16h05
Venue 3,Court 1,2020-04-03,19h15,22h40
Venue 3,Court 2,2020-04-03,13h35,20h40
Venue 3,Court 2,2020-04-03,20h45,22h30
Venue 4,Court 0,2020-04-03,11h40,13h30
Venue 4,Court 0,2020-04-03,14h30,20h30
Venue 4,Court 0,2020-04-03,20h45,21h45
Venue 4,Court 0,2020-04-03,21h55,22h55
Venue 4,Court 1,2020-04-03,17h20,22h05
Venue 5,Court 0,2020-04-03,15h15,22h35
Venue 5,Court 1,2020-04-03,17h05,18h40
Venue 5,Court 1,2020-04-03,19h30,21h20
Venue 5,Court 1,2020-04-03,21h40,22h40
Venue 6,Court 0,2020-04-03,13h55,21h15
Venue 6,Court 0,2020-04-03,21h40,22h50
Venue 7,Court 0,2020-04-03,16h50,18h50
Venue 7,Court 0,2020-04-03,20h35,21h45
Venue 7,Court 0,2020-04-03,21h50,22h50
Venue 7,Court 1,2020-04-03,14h50,16h45
Venue 7,Court 1,2020-04-03,18h30,20h40
Venue 7,Court 1,2020-04-03,20h50,22h35
Venue 8,Court 0,2020-04-03,10h10,17h50
Venue 8,Court 0,2020-04-03,18h35,20h25
Venue 8,Court 0,2020-04-03,20h35,21h40
Venue 8,Court 0,2020-04-03,21h50,22h50
Venue 9,Court 0,2020-04-03,21h15,22h40
Venue 9,Court 1,2020-04-03,16h05,17h25
Venue 9,Court 1,2020-04-03,21h10,22h10
Venue 10,Court 0,2020-04-03,09h40,16h05
Venue 10,Court 0,2020-04-03,20h40,22h30
Venue 11,Court 0,2020-04-03,14h50,22h25
Venue 12,Court 0,2020-04-03,14h00,18h20
Venue 12,Court 0,2020-04-03,19h55,21h00
Venue 12,Court 0,2020-04-03,21h20,22h30
Venue 12,Court 1,2020-04-03,10h10,11h35
Venue 12,Court 1,2020-04-03,19h40,21h30
Venue 12,Court 1,2020-04-03,21h45,22h50
Venue 13,Court 0,2020-04-03,08h35,13h15
Venue 13,Court 0,2020-04-03,20h30,22h05
Venue 0,Court 0,2020-04-04,13h45,21h05
Venue 0,Court 0,2020-04-04,21h20,22h30
Venue 1,Court 0,2020-04-04,13h45,20h15
Venue 1,Court 0,2020-04-04,21h15,22h35
Venue 1,Court 1,2020-04-04,12h05,22h45
Venue 2,Court 0,2020-04-04,21h40,22h50
Venue 3,Court 0,2020-04-04,08h35,20h45
Venue 3,Court 0,2020-04-04,21h45,22h45
Venue 3,Court 1,2020-04-04,11h45,18h45
Venue 3,Court 1,2020-04-04,19h50,22h25
Venue 3,Court 2,2020-04-04,16h35,22h35
Venue 4,Court 0,2020-04-04,12h00,18h40
Venue 4,Court 0,2020-04-04,19h20,21h10
Venue 4,Court 0,2020-04-04,21h40,22h45
Venue 4,Court 1,2020-04-04,14h00,19h15
Venue 4,Court 1,2020-04-04,21h15,22h45
Venue 5,Court 0,2020-04-04,12h50,17h45
Venue 5,Court 0,2020-04-04,21h00,22h20
Venue 5,Court 1,2020-04-04,09h25,22h15
Venue 6,Court 0,2020-04-04,15h05,20h15
Venue 6,Court 0,2020-04-04,20h25,22h45
Venue 7,Court 0,2020-04-04,13h50,18h15
Venue 7,Court 0,2020-04-04,20h45,22h00
Venue 7,Court 1,2020-04-04,12h10,14h10
Venue 7,Court 1,2020-04-04,15h35,20h20
Venue 7,Court 1,2020-04-04,21h25,22h40
Venue 8,Court 0,2020-04-04,20h15,22h35
Venue 9,Court 0,2020-04-04,12h55,19h25
Venue 9,Court 0,2020-04-04,20h25,22h00
Venue 9,Court 1,2020-04-04,11h10,21h35
Venue 9,Court 1,2020-04-04,21h40,22h50
Venue 10,Court 0,2020-04-04,15h35,17h20
Venue 10,Court 0,2020-04-04,20h50,22h25
Venue 11,Court 0,2020-04-04,09h05,16h45
Venue 11,Court 0,2020-04-04,20h55,22h40
Venue 12,Court 0,2020-04-04,19h30,21h05
Venue 12,Court 0,2020-04-04,21h15,22h35
Venue 12,Court 1,2020-04-04,20h40,21h55
Venue 12,Court 1,2020-04-04,21h55,22h55
Venue 13,Court 0,2020-04-04,15h30,17h50
Venue 13,Court 0,2020-04-04,18h30,21h30
Venue 13,Court 0,2020-04-04,21h35,22h40
Venue 0,Court 0,2020-04-05,19h05,20h55
Venue 0,Court 0,2020-04-05,21h15,22h25
Venue 1,Court 0,2020-04-05,18h40,22h20
Venue 1,Court 1,2020-04-05,08h50,15h25
Venue 1,Court 1,2020-04-05,17h05,22h05
Venue 2,Court 0,2020-04-05,08h25,12h40
Venue 2,Court 0,2020-04-05,15h30,19h30
Venue 2,Court 0,2020-04-05,20h10,21h50
Venue 2,Court 0,2020-04-05,21h50,22h50
Venue 3,Court 0,2020-04-05,12h25,14h10
Venue 3,Court 0,2020-04-05,17h15,20h10
Venue 3,Court 0,2020-04-05,20h20,21h40
Venue 3,Court 0,2020-04-05,21h55,22h55
Venue 3,Court 1,2020-04-05,11h05,13h45
Venue 3,Court 1,2020-04-05,18h45,22h05
Venue 3,Court 2,2020-04-05,08h55,20h55
Venue 3,Court 2,2020-04-05,21h35,22h40
Venue 4,Court 0,2020-04-05,19h50,21h00
Venue 4,Court 0,2020-04-05,21h25,22h30
Venue 4,Court 1,2020-04-05,12h15,18h50
Venue 4,Court 1,2020-04-05,19h35,22h35
Venue 5,Court 0,2020-04-05,21h55,22h55
Venue 5,Court 1,2020-04-05,18h35,21h15
Venue 5,Court 1,2020-04-05,21h40,22h40
Venue 6,Court 0,2020-04-05,19h10,22h20
Venue 7,Court 0,2020-04-05,13h35,18h30
Venue 7,Court 0,2020-04-05,20h25,22h45
Venue 7,Court 1,2020-04-05,10h50,22h10
Venue 8,Court 0,2020-04-05,10h35,15h05
Venue 8,Court 0,2020-04-05,17h05,20h45
Venue 8,Court 0,2020-04-05,21h45,22h50
Venue 9,Court 0,2020-04-05,10h35,22h15
Venue 9,Court 1,2020-04-05,20h45,22h10
Venue 10,Court 0,2020-04-05,10h50,21h25
Venue 10,Court 0,2020-04-05,21h35,22h40
Venue 11,Court 0,2020-04-05,17h00,19h00
Venue 11,Court 0,2020-04-05,19h25,21h45
Venue 11,Court 0,2020-04-05,21h55,22h55
Venue 12,Court 0,2020-04-05,20h45,21h45
Venue 12,Court 0,2020-04-05,21h50,22h50
Venue 12,Court 1,2020-04-05,12h10,17h20
Venue 12,Court 1,2020-04-05,21h15,22h20
Venue 13,Court 0,2020-04-05,12h50,16h05
Venue 13,Court 0,2020-04-05,21h10,22h30
Venue 0,Court 0,2020-04-06,12h50,15h55
Venue 0,Court 0,2020-04-06,17h15,20h05
Venue 0,Court 0,2020-04-06,20h30,21h30
Venue 0,Court 0,2020-04-06,21h50,22h50
Venue 1,Court 0,2020-04-06,15h25,21h05
Venue 1,Court 0,2020-04-06,21h25,22h40
