Venue,Court,Date,Time Start,Time End
Venue 16,Court 3,2020-03-26,11h50,22h10
Venue 17,Court 0,2020-03-26,08h25,15h55
Venue 17,Court 0,2020-03-26,17h15,22h25
Venue 0,Court 0,2020-03-27,12h05,20h35
Venue 0,Court 0,2020-03-27,21h05,22h35
Venue 1,Court 0,2020-03-27,20h00,21h55
Venue 1,Court 0,2020-03-27,21h55,22h55
Venue 1,Court 1,2020-03-27,15h05,16h45
Venue 1,Court 1,2020-03-27,21h15,22h15
Venue 2,Court 0,2020-03-27,13h10,15h25
Venue 2,Court 0,2020-03-27,19h40,22h15
Venue 2,Court 1,2020-03-27,21h05,22h10
Venue 2,Court 2,2020-03-27,10h15,13h25
Venue 2,Court 2,2020-03-27,17h35,22h45
Venue 2,Court 3,2020-03-27,14h25,20h25
Venue 2,Court 3,2020-03-27,21h45,22h45
Venue 2,Court 4,2020-03-27,16h05,21h45
Venue 2,Court 4,2020-03-27,21h50,22h50
Venue 3,Court 0,2020-03-27,14h35,17h30
Venue 3,Court 0,2020-03-27,19h15,20h25
Venue 3,Court 0,2020-03-27,20h35,22h40
Venue 3,Court 1,2020-03-27,21h40,22h40
Venue 4,Court 0,2020-03-27,18h45,22h45
Venue 4,Court 1,2020-03-27,13h50,21h30
Venue 4,Court 1,2020-03-27,21h30,22h50
Venue 4,Court 2,2020-03-27,11h40,19h35
Venue 4,Court 2,2020-03-27,20h20,22h15
Venue 5,Court 0,2020-03-27,10h15,19h50
Venue 5,Court 0,2020-03-27,20h05,21h05
Venue 5,Court 0,2020-03-27,21h15,22h20
Venue 5,Court 1,2020-03-27,14h00,15h15
Venue 5,Court 1,2020-03-27,16h05,18h20
Venue 5,Court 1,2020-03-27,19h15,22h15
Venue 6,Court 0,2020-03-27,15h45,18h30
Venue 6,Court 0,2020-03-27,21h30,22h40
Venue 6,Court 1,2020-03-27,09h05,11h05
Venue 6,Court 1,2020-03-27,13h50,15h50
Venue 6,Court 1,2020-03-27,20h00,22h30
Venue 6,Court 2,2020-03-27,09h35,13h00
Venue 6,Court 2,2020-03-27,19h05,20h15
Venue 6,Court 2,2020-03-27,21h00,22h30
Venue 7,Court 0,2020-03-27,11h45,17h05
Venue 7,Court 0,2020-03-27,19h10,22h05
Venue 7,Court 1,2020-03-27,14h10,21h15
Venue 7,Court 1,2020-03-27,21h20,22h25
Venue 7,Court 2,2020-03-27,20h15,21h15
Venue 7,Court 2,2020-03-27,21h30,22h40
Venue 8,Court 0,2020-03-27,20h10,22h00
Venue 8,Court 1,2020-03-27,14h15,22h20
Venue 9,Court 0,2020-03-27,12h10,14h15
Venue 9,Court 0,2020-03-27,14h45,20h45
Venue 9,Court 0,2020-03-27,20h50,21h55
Venue 9,Court 0,2020-03-27,21h55,22h55
Venue 9,Court 1,2020-03-27,12h15,15h30
Venue 9,Court 1,2020-03-27,20h30,21h30
Venue 9,Court 1,2020-03-27,21h55,22h55
Venue 10,Court 0,2020-03-27,15h35,21h35
Venue 10,Court 0,2020-03-27,21h45,22h50
Venue 10,Court 1,2020-03-27,19h20,20h55
Venue 10,Court 1,2020-03-27,21h50,22h50
Venue 11,Court 0,2020-03-27,08h35,20h30
Venue 11,Court 0,2020-03-27,21h05,22h25
Venue 12,Court 0,2020-03-27,13h40,20h55
Venue 12,Court 0,2020-03-27,21h50,22h50
Venue 12,Court 1,2020-03-27,14h20,19h55
Venue 12,Court 1,2020-03-27,21h35,22h35
Venue 12,Court 2,2020-03-27,19h45,21h25
Venue 12,Court 2,2020-03-27,21h30,22h40
Venue 13,Court 0,2020-03-27,21h05,22h15
Venue 14,Court 0,2020-03-27,19h05,21h30
Venue 14,Court 0,2020-03-27,21h45,22h45
Venue 14,Court 1,2020-03-27,21h20,22h30
Venue 15,Court 0,2020-03-27,15h15,22h00
Venue 15,Court 1,2020-03-27,20h20,21h25
Venue 15,Court 1,2020-03-27,21h35,22h40
Venue 16,Court 0,2020-03-27,21h05,22h25
Venue 16,Court 1,2020-03-27,15h45,21h05
Venue 16,Court 1,2020-03-27,21h20,22h30
Venue 16,Court 2,2020-03-27,15h00,16h10
Venue 16,Court 2,2020-03-27,18h30,22h45
Venue 16,Court 3,2020-03-27,08h30,20h50
Venue 16,Court 3,2020-03-27,21h10,22h20
Venue 17,Court 0,2020-03-27,14h35,17h15
Venue 17,Court 0,2020-03-27,18h10,19h45
Venue 17,Court 0,2020-03-27,21h20,22h25
Venue 0,Court 0,2020-03-28,12h55,15h00
Venue 0,Court 0,2020-03-28,15h40,19h55
Venue 0,Court 0,2020-03-28,20h00,21h30
Venue 0,Court 0,2020-03-28,21h40,22h40
Venue 1,Court 0,2020-03-28,12h35,21h00
Venue 1,Court 0,2020-03-28,21h05,22h45
Venue 1,Court 1,2020-03-28,12h40,15h50
Venue 1,Court 1,2020-03-28,21h50,22h50
Venue 2,Court 0,2020-03-28,10h10,17h10
Venue 2,Court 0,2020-03-28,19h45,22h30
Venue 2,Court 1,2020-03-28,19h35,21h55
Venue 2,Court 1,2020-03-28,21h55,22h55
Venue 2,Court 2,2020-03-28,08h05,10h45
Venue 2,Court 2,2020-03-28,12h45,15h35
Venue 2,Court 2,2020-03-28,19h35,22h20
Venue 2,Court 3,2020-03-28,14h30,21h35
Venue 2,Court 3,2020-03-28,21h40,22h50
Venue 2,Court 4,2020-03-28,10h20,18h20
Venue 2,Court 4,2020-03-28,18h20,21h10
Venue 2,Court 4,2020-03-28,21h20,22h35
Venue 3,Court 0,2020-03-28,08h00,16h35
Venue 3,Court 0,2020-03-28,17h45,22h20
Venue 3,Court 1,2020-03-28,09h30,13h40
Venue 3,Court 1,2020-03-28,18h30,20h40
Venue 3,Court 1,2020-03-28,21h35,22h40
Venue 4,Court 0,2020-03-28,15h05,18h50
Venue 4,Court 0,2020-03-28,19h05,20h10
Venue 4,Court 0,2020-03-28,20h25,22h40
Venue 4,Court 1,2020-03-28,15h10,18h35
Venue 4,Court 1,2020-03-28,21h10,22h10
Venue 4,Court 2,2020-03-28,19h35,21h25
Venue 4,Court 2,2020-03-28,21h45,22h50
Venue 5,Court 0,2020-03-28,18h50,22h15
Venue 5,Court 1,2020-03-28,20h00,21h45
Venue 5,Court 1,2020-03-28,21h45,22h45
Venue 6,Court 0,2020-03-28,13h35,17h10
Venue 6,Court 0,2020-03-28,18h55,21h50
Venue 6,Court 0,2020-03-28,21h50,22h50
Venue 6,Court 1,2020-03-28,08h45,17h25
Venue 6,Court 1,2020-03-28,18h00,22h35
Venue 6,Court 2,2020-03-28,10h45,14h50
Venue 6,Court 2,2020-03-28,20h50,21h50
Venue 6,Court 2,2020-03-28,21h55,22h55
Venue 7,Court 0,2020-03-28,09h05,18h15
Venue 7,Court 0,2020-03-28,20h50,22h00
Venue 7,Court 1,2020-03-28,15h15,21h25
Venue 7,Court 1,2020-03-28,21h50,22h50
Venue 7,Court 2,2020-03-28,14h35,16h15
Venue 7,Court 2,2020-03-28,18h10,19h30
Venue 7,Court 2,2020-03-28,21h25,22h25
Venue 8,Court 0,2020-03-28,17h40,22h50
Venue 8,Court 1,2020-03-28,13h40,21h00
Venue 8,Court 1,2020-03-28,21h00,22h10
Venue 9,Court 0,2020-03-28,20h15,21h15
Venue 9,Court 0,2020-03-28,21h25,22h50
Venue 9,Court 1,2020-03-28,19h40,21h50
Venue 9,Court 1,2020-03-28,21h50,22h50
Venue 10,Court 0,2020-03-28,15h25,20h40
Venue 10,Court 0,2020-03-28,21h30,22h40
Venue 10,Court 1,2020-03-28,20h00,21h20
Venue 10,Court 1,2020-03-28,21h45,22h50
Venue 11,Court 0,2020-03-28,19h55,22h25
Venue 12,Court 0,2020-03-28,09h50,12h25
Venue 12,Court 0,2020-03-28,13h10,16h05
Venue 12,Court 0,2020-03-28,17h25,21h20
Venue 12,Court 0,2020-03-28,21h25,22h50
Venue 12,Court 1,2020-03-28,20h50,22h35
Venue 12,Court 2,2020-03-28,18h35,20h55
Venue 12,Court 2,2020-03-28,21h15,22h45
Venue 13,Court 0,2020-03-28,15h35,18h55
Venue 13,Court 0,2020-03-28,20h10,22h05
Venue 14,Court 0,2020-03-28,11h20,22h00
Venue 14,Court 1,2020-03-28,17h35,22h25
Venue 15,Court 0,2020-03-28,20h00,22h15
Venue 15,Court 1,2020-03-28,09h40,10h40
Venue 15,Court 1,2020-03-28,21h10,22h50
Venue 16,Court 0,2020-03-28,20h50,21h55
Venue 16,Court 0,2020-03-28,21h55,22h55
Venue 16,Court 1,2020-03-28,16h15,19h25
Venue 16,Court 1,2020-03-28,21h55,22h55
Venue 16,Court 2,2020-03-28,08h30,16h15
Venue 16,Court 2,2020-03-28,18h55,22h00
Venue 16,Court 3,2020-03-28,14h45,21h35
Venue 16,Court 3,2020-03-28,21h40,22h50
Venue 17,Court 0,2020-03-28,17h45,22h10
Venue 0,Court 0,2020-03-29,18h10,21h50
Venue 0,Court 0,2020-03-29,21h55,22h55
Venue 1,Court 0,2020-03-29,11h00,12h40
Venue 1,Court 0,2020-03-29,19h25,20h35
Venue 1,Court 0,2020-03-29,21h50,22h50
Venue 1,Court 1,2020-03-29,16h55,21h15
Venue 1,Court 1,2020-03-29,21h40,22h50
Venue 2,Court 0,2020-03-29,11h10,14h00
Venue 2,Court 0,2020-03-29,19h55,22h15
Venue 2,Court 1,2020-03-29,09h15,14h25
Venue 2,Court 1,2020-03-29,19h35,22h15
Venue 2,Court 2,2020-03-29,10h25,20h35
Venue 2,Court 2,2020-03-29,20h45,22h50
Venue 2,Court 3,2020-03-29,17h30,21h55
Venue 2,Court 3,2020-03-29,21h55,22h55
Venue 2,Court 4,2020-03-29,14h05,17h55
Venue 2,Court 4,2020-03-29,20h40,22h35
Venue 3,Court 0,2020-03-29,21h50,22h50
Venue 3,Court 1,2020-03-29,14h05,21h10
Venue 3,Court 1,2020-03-29,21h40,22h40
Venue 4,Court 0,2020-03-29,12h15,15h05
Venue 4,Court 0,2020-03-29,21h40,22h50
Venue 4,Court 1,2020-03-29,08h55,22h25
Venue 4,Court 2,2020-03-29,17h20,19h35
Venue 4,Court 2,2020-03-29,21h15,22h15
Venue 5,Court 0,2020-03-29,10h30,14h10
Venue 5,Court 0,2020-03-29,21h30,22h50
Venue 5,Court 1,2020-03-29,11h00,19h15
Venue 5,Court 1,2020-03-29,20h00,22h45
Venue 6,Court 0,2020-03-29,18h05,20h10
Venue 6,Court 0,2020-03-29,21h15,22h25
Venue 6,Court 1,2020-03-29,16h50,22h20
Venue 6,Court 2,2020-03-29,20h10,21h10
Venue 6,Court 2,2020-03-29,21h40,22h40
Venue 7,Court 0,2020-03-29,13h00,17h10
Venue 7,Court 0,2020-03-29,21h45,22h50
Venue 7,Court 1,2020-03-29,12h05,14h15
Venue 7,Court 1,2020-03-29,18h05,22h25
Venue 7,Court 2,2020-03-29,16h35,21h10
Venue 7,Court 2,2020-03-29,21h30,22h30
Venue 8,Court 0,2020-03-29,19h35,22h30
Venue 8,Court 1,2020-03-29,15h30,22h50
Venue 9,Court 0,2020-03-29,09h35,16h30
Venue 9,Court 0,2020-03-29,20h30,22h30
Venue 9,Court 1,2020-03-29,08h15,11h15
Venue 9,Court 1,2020-03-29,11h55,19h20
Venue 9,Court 1,2020-03-29,20h55,22h15
Venue 10,Court 0,2020-03-29,12h20,22h00
Venue 10,Court 1,2020-03-29,21h15,22h35
Venue 11,Court 0,2020-03-29,20h05,21h35
Venue 11,Court 0,2020-03-29,21h35,22h40
Venue 12,Court 0,2020-03-29,10h15,19h25
Venue 12,Court 0,2020-03-29,20h20,22h50
Venue 12,Court 1,2020-03-29,16h30,21h20
Venue 12,Court 1,2020-03-29,21h20,22h40
Venue 12,Court 2,2020-03-29,19h45,22h50
Venue 13,Court 0,2020-03-29,10h15,16h05
Venue 13,Court 0,2020-03-29,19h15,22h40
Venue 14,Court 0,2020-03-29,13h35,20h40
Venue 14,Court 0,2020-03-29,20h45,22h30
Venue 14,Court 1,2020-03-29,11h40,13h30
Venue 14,Court 1,2020-03-29,14h30,20h30
Venue 14,Court 1,2020-03-29,20h45,21h45
Venue 14,Court 1,2020-03-29,21h55,22h55
Venue 15,Court 0,2020-03-29,17h20,22h05
Venue 15,Court 1,2020-03-29,15h15,22h35
Venue 16,Court 0,2020-03-29,17h05,18h40
Venue 16,Court 0,2020-03-29,19h30,21h20
Venue 16,Court 0,2020-03-29,21h40,22h40
Venue 16,Court 1,2020-03-29,13h55,21h15
Venue 16,Court 1,2020-03-29,21h40,22h50
Venue 16,Court 2,2020-03-29,16h50,18h50
Venue 16,Court 2,2020-03-29,20h35,21h45
Venue 16,Court 2,2020-03-29,21h50,22h50
Venue 16,Court 3,2020-03-29,14h50,16h45
Venue 16,Court 3,2020-03-29,18h30,20h40
Venue 16,Court 3,2020-03-29,20h50,22h35
Venue 17,Court 0,2020-03-29,10h10,17h50
Venue 17,Court 0,2020-03-29,18h35,20h25
Venue 17,Court 0,2020-03-29,20h35,21h40
Venue 17,Court 0,2020-03-29,21h50,22h50
Venue 0,Court 0,2020-03-30,21h15,22h40
Venue 1,Court 0,2020-03-30,16h05,17h25
Venue 1,Court 0,2020-03-30,21h10,22h10
Venue 1,Court 1,2020-03-30,09h40,16h05
Venue 1,Court 1,2020-03-30,20h40,22h30
Venue 2,Court 0,2020-03-30,14h50,22h25
Venue 2,Court 1,2020-03-30,14h00,18h20
Venue 2,Court 1,2020-03-30,19h55,21h00
Venue 2,Court 1,2020-03-30,21h20,22h30
Venue 2,Court 2,2020-03-30,10h10,11h35
Venue 2,Court 2,2020-03-30,19h40,21h30
Venue 2,Court 2,2020-03-30,21h45,22h50
Venue 2,Court 3,2020-03-30,08h35,13h15
Venue 2,Court 3,2020-03-30,20h30,22h05
Venue 2,Court 4,2020-03-30,13h45,21h05
Venue 2,Court 4,2020-03-30,21h20,22h30
Venue 3,Court 0,2020-03-30,13h45,20h15
Venue 3,Court 0,2020-03-30,21h15,22h35
Venue 3,Court 1,2020-03-30,12h05,22h45
Venue 4,Court 0,2020-03-30,21h40,22h50
Venue 4,Court 1,2020-03-30,08h35,20h45
Venue 4,Court 1,2020-03-30,21h45,22h45
Venue 4,Court 2,2020-03-30,11h45,18h45
Venue 4,Court 2,2020-03-30,19h50,22h25
Venue 5,Court 0,2020-03-30,16h35,22h35
Venue 5,Court 1,2020-03-30,12h00,18h40
Venue 5,Court 1,2020-03-30,19h20,21h10
Venue 5,Court 1,2020-03-30,21h40,22h45
Venue 6,Court 0,2020-03-30,14h00,19h15
Venue 6,Court 0,2020-03-30,21h15,22h45
Venue 6,Court 1,2020-03-30,12h50,17h45
Venue 6,Court 1,2020-03-30,21h00,22h20
Venue 6,Court 2,2020-03-30,09h25,22h15
Venue 7,Court 0,2020-03-30,15h05,20h15
Venue 7,Court 0,2020-03-30,20h25,22h45
Venue 7,Court 1,2020-03-30,13h50,18h15
Venue 7,Court 1,2020-03-30,20h45,22h00
Venue 7,Court 2,2020-03-30,12h10,14h10
Venue 7,Court 2,2020-03-30,15h35,20h20
Venue 7,Court 2,2020-03-30,21h25,22h40
Venue 8,Court 0,2020-03-30,20h15,22h35
Venue 8,Court 1,2020-03-30,12h55,19h25
Venue 8,Court 1,2020-03-30,20h25,22h00
Venue 9,Court 0,2020-03-30,11h10,21h35
Venue 9,Court 0,2020-03-30,21h40,22h50
Venue 9,Court 1,2020-03-30,15h35,17h20
Venue 9,Court 1,2020-03-30,20h50,22h25
Venue 10,Court 0,2020-03-30,09h05,16h45
Venue 10,Court 0,2020-03-30,20h55,22h40
Venue 10,Court 1,2020-03-30,19h30,21h05
Venue 10,Court 1,2020-03-30,21h15,22h35
Venue 11,Court 0,2020-03-30,20h40,21h55
Venue 11,Court 0,2020-03-30,21h55,22h55
Venue 12,Court 0,2020-03-30,15h30,17h50
Venue 12,Court 0,2020-03-30,18h30,21h30
Venue 12,Court 0,2020-03-30,21h35,22h40
Venue 12,Court 1,2020-03-30,19h05,20h55
Venue 12,Court 1,2020-03-30,21h15,22h25
Venue 12,Court 2,2020-03-30,18h40,22h20
Venue 13,Court 0,2020-03-30,08h50,15h25
Venue 13,Court 0,2020-03-30,17h05,22h05
Venue 14,Court 0,2020-03-30,08h25,12h40
Venue 14,Court 0,2020-03-30,15h30,19h30
Venue 14,Court 0,2020-03-30,20h10,21h50
Venue 14,Court 0,2020-03-30,21h50,22h50
Venue 14,Court 1,2020-03-30,12h25,14h10
Venue 14,Court 1,2020-03-30,17h15,20h10
Venue 14,Court 1,2020-03-30,20h20,21h40
Venue 14,Court 1,2020-03-30,21h55,22h55
Venue 15,Court 0,2020-03-30,11h05,13h45
Venue 15,Court 0,2020-03-30,18h45,22h05
Venue 15,Court 1,2020-03-30,08h55,20h55
Venue 15,Court 1,2020-03-30,21h35,22h40
Venue 16,Court 0,2020-03-30,19h50,21h00
Venue 16,Court 0,2020-03-30,21h25,22h30
Venue 16,Court 1,2020-03-30,12h15,18h50
Venue 16,Court 1,2020-03-30,19h35,22h35
Venue 16,Court 2,2020-03-30,21h55,22h55
Venue 16,Court 3,2020-03-30,18h35,21h15
Venue 16,Court 3,2020-03-30,21h40,22h40
Venue 17,Court 0,2020-03-30,19h10,22h20
Venue 0,Court 0,2020-03-31,13h35,18h30
Venue 0,Court 0,2020-03-31,20h25,22h45
Venue 1,Court 0,2020-03-31,10h50,22h10
Venue 1,Court 1,2020-03-31,10h35,15h05
Venue 1,Court 1,2020-03-31,17h05,20h45
Venue 1,Court 1,2020-03-31,21h45,22h50
Venue 2,Court 0,2020-03-31,10h35,22h15
Venue 2,Court 1,2020-03-31,20h45,22h10
Venue 2,Court 2,2020-03-31,10h50,21h25
Venue 2,Court 2,2020-03-31,21h35,22h40
Venue 2,Court 3,2020-03-31,17h00,19h00
Venue 2,Court 3,2020-03-31,19h25,21h45
Venue 2,Court 3,2020-03-31,21h55,22h55
Venue 2,Court 4,2020-03-31,20h45,21h45
Venue 2,Court 4,2020-03-31,21h50,22h50
Venue 3,Court 0,2020-03-31,12h10,17h20
Venue 3,Court 0,2020-03-31,21h15,22h20
Venue 3,Court 1,2020-03-31,12h50,16h05
Venue 3,Court 1,2020-03-31,21h10,22h30
Venue 4,Court 0,2020-03-31,12h50,15h55
Venue 4,Court 0,2020-03-31,17h15,20h05
Venue 4,Court 0,2020-03-31,20h30,21h30
Venue 4,Court 0,2020-03-31,21h50,22h50
Venue 4,Court 1,2020-03-31,15h25,21h05
Venue 4,Court 1,2020-03-31,21h25,22h40
Venue 4,Court 2,2020-03-31,09h15,13h35
Venue 4,Court 2,2020-03-31,17h45,20h10
Venue 4,Court 2,2020-03-31,21h15,22h15
Venue 5,Court 0,2020-03-31,15h55,21h50
Venue 5,Court 0,2020-03-31,21h55,22h55
Venue 5,Court 1,2020-03-31,21h50,22h50
Venue 6,Court 0,2020-03-31,19h35,20h40
Venue 6,Court 0,2020-03-31,20h55,22h10
Venue 6,Court 1,2020-03-31,14h00,16h05
Venue 6,Court 1,2020-03-31,20h05,22h45
Venue 6,Court 2,2020-03-31,21h15,22h45
Venue 7,Court 0,2020-03-31,13h30,15h30
Venue 7,Court 0,2020-03-31,21h50,22h50
